raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
Alaa Mohamed Naguib Ashry,Alaa Mohamed Naguib Ashry,Alaa Mohamed Naguib Ashry,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alaa Mohamed Naguib Ashry,Alaa Mohamed Naguib Ashry,Use dashboard_sponsor_name
Albert Saglik Hizmetleri ve Ticaret A.S.,Albert Saglik Hizmetleri ve Ticaret A.S.,Albert Saglik Hizmetleri ve Ticaret A.S.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Albert Saglik Hizmetleri ve Ticaret A.S.,Albert Saglik Hizmetleri ve Ticaret A.S.,Use dashboard_sponsor_name
"Albireo, an Ipsen Company","Albireo, an Ipsen Company","Albireo, an Ipsen Company",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Albireo, an Ipsen Company","Albireo, an Ipsen Company",Use dashboard_sponsor_name
Alexander Achalandabaso,Alexander Achalandabaso,Alexander Achalandabaso,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alexander Achalandabaso,Alexander Achalandabaso,Use dashboard_sponsor_name
"Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc.",Use dashboard_sponsor_name
Algernon Pharmaceuticals,Algernon Pharmaceuticals,Algernon Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Algernon Pharmaceuticals,Algernon Pharmaceuticals,Use dashboard_sponsor_name
"Alkahest, Inc.","Alkahest, Inc.","Alkahest, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Alkahest, Inc.","Alkahest, Inc.",Use dashboard_sponsor_name
"AllRock Bio, Inc.","AllRock Bio, Inc.","AllRock Bio, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"AllRock Bio, Inc.","AllRock Bio, Inc.",Use dashboard_sponsor_name
Allergy Therapeutics,Allergy Therapeutics,Allergy Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Allergy Therapeutics,Allergy Therapeutics,Use dashboard_sponsor_name
"Alleviant Medical, Inc.","Alleviant Medical, Inc.","Alleviant Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Alleviant Medical, Inc.","Alleviant Medical, Inc.",Use dashboard_sponsor_name
"Allife Medical Science and Technology Co., Ltd.","Allife Medical Science and Technology Co., Ltd.","Allife Medical Science and Technology Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Allife Medical Science and Technology Co., Ltd.","Allife Medical Science and Technology Co., Ltd.",Use dashboard_sponsor_name
Allogene Therapeutics,Allogene Therapeutics,Allogene Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Allogene Therapeutics,Allogene Therapeutics,Use dashboard_sponsor_name
Alma Lasers Inc.,Alma Lasers Inc.,Alma Lasers Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alma Lasers Inc.,Alma Lasers Inc.,Use dashboard_sponsor_name
Alma Phil Gmbh,Alma Phil Gmbh,Alma Phil Gmbh,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alma Phil Gmbh,Alma Phil Gmbh,Use dashboard_sponsor_name
"Almirall, S.A.","Almirall, S.A.","Almirall, S.A.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Almirall, S.A.","Almirall, S.A.",Use dashboard_sponsor_name
"Alpine Immune Sciences, Inc.","Alpine Immune Sciences, Inc.","Alpine Immune Sciences, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Alpine Immune Sciences, Inc.","Alpine Immune Sciences, Inc.",Use dashboard_sponsor_name
Altavant Sciences GmbH,Altavant Sciences GmbH,Altavant Sciences GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Altavant Sciences GmbH,Altavant Sciences GmbH,Use dashboard_sponsor_name
Alterity Therapeutics,Alterity Therapeutics,Alterity Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alterity Therapeutics,Alterity Therapeutics,Use dashboard_sponsor_name
Amanda Shallcross,Amanda Shallcross,Amanda Shallcross,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amanda Shallcross,Amanda Shallcross,Use dashboard_sponsor_name
Amckaus PTY LTD.,Amckaus PTY LTD.,Amckaus PTY LTD.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amckaus PTY LTD.,Amckaus PTY LTD.,Use dashboard_sponsor_name
Amicus Therapeutics,Amicus Therapeutics,Amicus Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amicus Therapeutics,Amicus Therapeutics,Use dashboard_sponsor_name
Amicus Therapeutics France SAS,Amicus Therapeutics France SAS,Amicus Therapeutics France SAS,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amicus Therapeutics France SAS,Amicus Therapeutics France SAS,Use dashboard_sponsor_name
Ammar Jassim Abed,Ammar Jassim Abed,Ammar Jassim Abed,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Ammar Jassim Abed,Ammar Jassim Abed,Use dashboard_sponsor_name
"Amnio Technology, LLC","Amnio Technology, LLC","Amnio Technology, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Amnio Technology, LLC","Amnio Technology, LLC",Use dashboard_sponsor_name
Amorphical Ltd.,Amorphical Ltd.,Amorphical Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amorphical Ltd.,Amorphical Ltd.,Use dashboard_sponsor_name
"Amplitude Vascular Systems, Inc.","Amplitude Vascular Systems, Inc.","Amplitude Vascular Systems, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Amplitude Vascular Systems, Inc.","Amplitude Vascular Systems, Inc.",Use dashboard_sponsor_name
Amryt Pharma,Amryt Pharma,Amryt Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amryt Pharma,Amryt Pharma,Use dashboard_sponsor_name
Amydis Inc.,Amydis Inc.,Amydis Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amydis Inc.,Amydis Inc.,Use dashboard_sponsor_name
Amyndas Pharmaceuticals S.A.,Amyndas Pharmaceuticals S.A.,Amyndas Pharmaceuticals S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Amyndas Pharmaceuticals S.A.,Amyndas Pharmaceuticals S.A.,Use dashboard_sponsor_name
"AnGes USA, Inc.","AnGes USA, Inc.","AnGes USA, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"AnGes USA, Inc.","AnGes USA, Inc.",Use dashboard_sponsor_name
AnaCardio AB,AnaCardio AB,AnaCardio AB,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,AnaCardio AB,AnaCardio AB,Use dashboard_sponsor_name
"Analog Device, Inc.","Analog Device, Inc.","Analog Device, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Analog Device, Inc.","Analog Device, Inc.",Use dashboard_sponsor_name
Anaveon AG,Anaveon AG,Anaveon AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Anaveon AG,Anaveon AG,Use dashboard_sponsor_name
"Ancora Heart, Inc.","Ancora Heart, Inc.","Ancora Heart, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Ancora Heart, Inc.","Ancora Heart, Inc.",Use dashboard_sponsor_name
"Andon Health Co., Ltd","Andon Health Co., Ltd","Andon Health Co., Ltd",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Andon Health Co., Ltd","Andon Health Co., Ltd",Use dashboard_sponsor_name
Andramed GmbH,Andramed GmbH,Andramed GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Andramed GmbH,Andramed GmbH,Use dashboard_sponsor_name
"Angde Biotech Pharmaceutical Co., Ltd.","Angde Biotech Pharmaceutical Co., Ltd.","Angde Biotech Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Angde Biotech Pharmaceutical Co., Ltd.","Angde Biotech Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
"AngioSafe, Inc.","AngioSafe, Inc.","AngioSafe, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"AngioSafe, Inc.","AngioSafe, Inc.",Use dashboard_sponsor_name
"Angiodynamics, Inc.","Angiodynamics, Inc.","Angiodynamics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Angiodynamics, Inc.","Angiodynamics, Inc.",Use dashboard_sponsor_name
Angiolutions GmbH,Angiolutions GmbH,Angiolutions GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Angiolutions GmbH,Angiolutions GmbH,Use dashboard_sponsor_name
Angiowave Imaging,Angiowave Imaging,Angiowave Imaging,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Angiowave Imaging,Angiowave Imaging,Use dashboard_sponsor_name
"Anhui HygeianCells BioMedical Co., Ltd.","Anhui HygeianCells BioMedical Co., Ltd.","Anhui HygeianCells BioMedical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Anhui HygeianCells BioMedical Co., Ltd.","Anhui HygeianCells BioMedical Co., Ltd.",Use dashboard_sponsor_name
Anne Gallagher,Anne Gallagher,Anne Gallagher,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Anne Gallagher,Anne Gallagher,Use dashboard_sponsor_name
Annexin Pharmaceuticals AB,Annexin Pharmaceuticals AB,Annexin Pharmaceuticals AB,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Annexin Pharmaceuticals AB,Annexin Pharmaceuticals AB,Use dashboard_sponsor_name
"Anova Enterprises, Inc","Anova Enterprises, Inc","Anova Enterprises, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Anova Enterprises, Inc","Anova Enterprises, Inc",Use dashboard_sponsor_name
Antengene Corporation,Antengene Corporation,Antengene Corporation,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Antengene Corporation,Antengene Corporation,Use dashboard_sponsor_name
Anteris Technologies Ltd.,Anteris Technologies Ltd.,Anteris Technologies Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Anteris Technologies Ltd.,Anteris Technologies Ltd.,Use dashboard_sponsor_name
"Anterogen Co., Ltd.","Anterogen Co., Ltd.","Anterogen Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Anterogen Co., Ltd.","Anterogen Co., Ltd.",Use dashboard_sponsor_name
Antev Ltd.,Antev Ltd.,Antev Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Antev Ltd.,Antev Ltd.,Use dashboard_sponsor_name
"Anthos Therapeutics, Inc.","Anthos Therapeutics, Inc.","Anthos Therapeutics, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Anthos Therapeutics, Inc.","Anthos Therapeutics, Inc.",Use dashboard_sponsor_name
"Antidote Therapeutics, Inc","Antidote Therapeutics, Inc","Antidote Therapeutics, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Antidote Therapeutics, Inc","Antidote Therapeutics, Inc",Use dashboard_sponsor_name
"Anumana, Inc.","Anumana, Inc.","Anumana, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Anumana, Inc.","Anumana, Inc.",Use dashboard_sponsor_name
AorticLab Srl,AorticLab Srl,AorticLab Srl,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,AorticLab Srl,AorticLab Srl,Use dashboard_sponsor_name
"Apellis Pharmaceuticals, Inc.","Apellis Pharmaceuticals, Inc.","Apellis Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Apellis Pharmaceuticals, Inc.","Apellis Pharmaceuticals, Inc.",Use dashboard_sponsor_name
ApexCPG LLC,ApexCPG LLC,ApexCPG LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ApexCPG LLC,ApexCPG LLC,Use dashboard_sponsor_name
Aphaia Pharma US LLC,Aphaia Pharma US LLC,Aphaia Pharma US LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aphaia Pharma US LLC,Aphaia Pharma US LLC,Use dashboard_sponsor_name
Aplagon Oy,Aplagon Oy,Aplagon Oy,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aplagon Oy,Aplagon Oy,Use dashboard_sponsor_name
Apogenix AG,Apogenix AG,Apogenix AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Apogenix AG,Apogenix AG,Use dashboard_sponsor_name
"Apollo Neuroscience, Inc.","Apollo Neuroscience, Inc.","Apollo Neuroscience, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Apollo Neuroscience, Inc.","Apollo Neuroscience, Inc.",Use dashboard_sponsor_name
Apollo Therapeutics Ltd,Apollo Therapeutics Ltd,Apollo Therapeutics Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Apollo Therapeutics Ltd,Apollo Therapeutics Ltd,Use dashboard_sponsor_name
Aposcience AG,Aposcience AG,Aposcience AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aposcience AG,Aposcience AG,Use dashboard_sponsor_name
Apple Inc.,Apple Inc.,Apple Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Apple Inc.,Apple Inc.,Use dashboard_sponsor_name
"Applied Biologics, LLC","Applied Biologics, LLC","Applied Biologics, LLC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Applied Biologics, LLC","Applied Biologics, LLC",Use dashboard_sponsor_name
Apurano Pharmaceuticals GmbH,Apurano Pharmaceuticals GmbH,Apurano Pharmaceuticals GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Apurano Pharmaceuticals GmbH,Apurano Pharmaceuticals GmbH,Use dashboard_sponsor_name
Aqua Medical Services (Pvt) Ltd,Aqua Medical Services  Ltd,Aqua Medical Services  Ltd,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aqua Medical Services  Ltd,Aqua Medical Services  Ltd,Use dashboard_sponsor_name
Aqualung Therapeutics Corp.,Aqualung Therapeutics Corp.,Aqualung Therapeutics Corp.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aqualung Therapeutics Corp.,Aqualung Therapeutics Corp.,Use dashboard_sponsor_name
Aquilon Pharmaceuticals S.A.,Aquilon Pharmaceuticals S.A.,Aquilon Pharmaceuticals S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Aquilon Pharmaceuticals S.A.,Aquilon Pharmaceuticals S.A.,Use dashboard_sponsor_name
